"entity_graph"
"""<graphml xmlns=http://graphml.graphdrawing.org/xmlns xmlns:xsi=http://www.w3.org/2001/XMLSchema-instance xsi:schemaLocation=http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd>
  <key id=d5 for=edge attr.name=source_id attr.type=string />
  <key id=d4 for=edge attr.name=description attr.type=string />
  <key id=d3 for=edge attr.name=weight attr.type=double />
  <key id=d2 for=node attr.name=source_id attr.type=string />
  <key id=d1 for=node attr.name=description attr.type=string />
  <key id=d0 for=node attr.name=type attr.type=string />
  <graph edgedefault=undirected>
    </edge>
    <edge source=&quot;&#21776;&#38271;&#32769;&quot; target=&quot;&#22823;&#38634;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#21776;&#38271;&#32769;&#21644;&#20182;&#30340;&#24466;&#24351;&#20204;&#22312;&#22823;&#38634;&#20013;&#20307;&#39564;&#21040;&#23506;&#20919;&#65292;&#22823;&#38634;&#24433;&#21709;&#20102;&#20182;&#20204;&#30340;&#34892;&#31243;&#21644;&#20307;&#39564;&#12290;</data>
      <data key=d5>4ce4a0060ded4cefe8b129c837dcff9c</data>
    </edge>
    <edge source=&quot;&#21776;&#38271;&#32769;&quot; target=&quot;&#25307;&#20146;&#20107;&#20214;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#21776;&#38271;&#32769;&#34987;&#21367;&#20837;&#25307;&#20146;&#20107;&#20214;&#20013;&#65292;&#38754;&#20020;&#36947;&#24503;&#21644;&#23447;&#25945;&#30340;&#32771;&#39564;&#12290;</data>
      <data key=d5>bcee7c815f10b40a4aa99cc637809967</data>
    </edge>
    <edge source=&quot;&#19996;&#26041;&#26388;&quot; target=&quot;&#24093;&#21531;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#19996;&#26041;&#26388;&#26159;&#24093;&#21531;&#30340;&#24351;&#23376;&#65292;&#24093;&#21531;&#22312;&#23545;&#35805;&#20013;&#31216;&#21628;&#19996;&#26041;&#26388;&#30340;&#36947;&#21517;&#26364;&#20521;&#12290;</data>
      <data key=d5>6b3fca426490df58ad7658f44411296b</data>
    </edge>
    <edge source=&quot;&#22899;&#23376;&quot; target=&quot;&#25995;&#20711;&#20107;&#20214;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22899;&#23376;&#22768;&#31216;&#26469;&#25995;&#20711;&#65292;&#23454;&#38469;&#19978;&#26159;&#22934;&#31934;&#30340;&#35745;&#35851;&#12290;</data>
      <data key=d5>70c075e0f96f48efe5c20b18ee8575e7</data>
    </edge>
    <edge source=&quot;&#22899;&#23376;&quot; target=&quot;&#30333;&#34382;&#23725;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22899;&#23376;&#33258;&#31216;&#23621;&#20303;&#22312;&#30333;&#34382;&#23725;&#65292;&#24182;&#20197;&#27492;&#26469;&#27450;&#39575;&#21776;&#20711;&#12290;</data>
      <data key=d5>70c075e0f96f48efe5c20b18ee8575e7</data>
    </edge>
    <edge source=&quot;&#22899;&#23376;&quot; target=&quot;&#24378;&#20154;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#24378;&#20154;&#25296;&#36208;&#20102;&#22899;&#23376;&#24182;&#35797;&#22270;&#23558;&#20854;&#20316;&#20026;&#22971;&#23460;&#12290;</data>
      <data key=d5>e9b4df94167515258ef24d7aefb5787f</data>
    </edge>
    <edge source=&quot;&#22899;&#23376;&quot; target=&quot;&#23665;&#20869;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22899;&#23376;&#34987;&#24378;&#20154;&#25296;&#21040;&#23665;&#20869;&#24182;&#34987;&#32465;&#22312;&#26641;&#19978;&#12290;</data>
      <data key=d5>e9b4df94167515258ef24d7aefb5787f</data>
    </edge>
    <edge source=&quot;&#25995;&#20711;&#20107;&#20214;&quot; target=&quot;&#20247;&#22899;&#23376;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20247;&#22899;&#23376;&#26159;&#25995;&#20711;&#20107;&#20214;&#30340;&#20027;&#23548;&#32773;&#65292;&#22905;&#20204;&#36992;&#35831;&#21776;&#20711;&#21507;&#25995;&#12290;</data>
      <data key=d5>afc04696e11076620e40c4406b58061e</data>
    </edge>
    <edge source=&quot;&#22823;&#22307;&#29239;&#29239;&quot; target=&quot;&#32676;&#29492;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22823;&#22307;&#29239;&#29239;&#26159;&#32676;&#29492;&#30340;&#39046;&#23548;&#32773;&#65292;&#20445;&#25252;&#20182;&#20204;&#20813;&#21463;&#29454;&#25143;&#30340;&#20405;&#23475;&#12290;</data>
      <data key=d5>031c8f08f5452b29eadb9c412272b1f7</data>
    </edge>
    <edge source=&quot;&#22823;&#22307;&#29239;&#29239;&quot; target=&quot;&#20108;&#37070;&#33769;&#33832;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22823;&#22307;&#29239;&#29239;&#30340;&#23665;&#26366;&#34987;&#20108;&#37070;&#33769;&#33832;&#25918;&#28779;&#65292;&#23548;&#33268;&#32676;&#29492;&#22823;&#37327;&#27515;&#20129;&#12290;</data>
      <data key=d5>031c8f08f5452b29eadb9c412272b1f7</data>
    </edge>
    <edge source=&quot;&#32676;&#29492;&quot; target=&quot;&#29454;&#25143;&quot;>
      <data key=d3>2.0</data>
      <data key=d4>The entities in question are &#32676;&#29492; and &#29454;&#25143;&#12290;&#32676;&#29492;&#32463;&#24120;&#21463;&#21040;&#29454;&#25143;&#30340;&#23041;&#32961;&#65292;&#32463;&#24120;&#34987;&#25429;&#29454;&#21644;&#20260;&#23475;&#12290;&#28982;&#32780;&#65292;&#22312;&#25112;&#26007;&#20013;&#65292;&#32676;&#29492;&#21327;&#21161;&#22823;&#22307;&#23545;&#25239;&#29454;&#25143;&#65292;&#24182;&#22312;&#25112;&#21518;&#22788;&#29702;&#29454;&#25143;&#30340;&#35013;&#22791;&#21644;&#23608;&#20307;&#12290;</data>
      <data key=d5>031c8f08f5452b29eadb9c412272b1f7,b2d05dc0fd770620d5f1401ebd7f1109</data>
    </edge>
    <edge source=&quot;&#32676;&#29492;&quot; target=&quot;&#39532;&#27969;&#20108;&#20803;&#24069;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#39532;&#27969;&#20108;&#20803;&#24069;&#26159;&#32676;&#29492;&#30340;&#39046;&#23548;&#32773;&#20043;&#19968;&#65292;&#36127;&#36131;&#31649;&#29702;&#20182;&#20204;&#12290;</data>
      <data key=d5>031c8f08f5452b29eadb9c412272b1f7</data>
    </edge>
    <edge source=&quot;&#32676;&#29492;&quot; target=&quot;&#22868;&#33453;&#20108;&#23558;&#20891;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22868;&#33453;&#20108;&#23558;&#20891;&#26159;&#32676;&#29492;&#30340;&#21478;&#19968;&#20301;&#39046;&#23548;&#32773;&#65292;&#19982;&#39532;&#27969;&#20108;&#20803;&#24069;&#20849;&#21516;&#31649;&#29702;&#32676;&#29492;&#12290;</data>
      <data key=d5>031c8f08f5452b29eadb9c412272b1f7</data>
    </edge>
    <edge source=&quot;&#40644;&#37329;&#23453;&#22612;&quot; target=&quot;&#40644;&#34957;&#24618;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#40644;&#34957;&#24618;&#34255;&#36523;&#20110;&#40644;&#37329;&#23453;&#22612;&#65292;&#25417;&#20303;&#20102;&#35823;&#20197;&#20026;&#26159;&#19968;&#24231;&#23546;&#38498;&#30340;&#21776;&#20711;&#12290;</data>
      <data key=d5>55f3345c8bbd2b515dadac092fe26d29</data>
    </edge>
    <edge source=&quot;&#26329;&#26143;&quot; target=&quot;&#23567;&#22934;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#26329;&#26143;&#32479;&#39046;&#23567;&#22934;&#65292;&#23637;&#29616;&#20986;&#24378;&#22823;&#30340;&#39046;&#23548;&#21147;&#21644;&#23041;&#24913;&#21147;&#65292;&#23567;&#22934;&#23545;&#20854;&#24544;&#35802;&#24182;&#25191;&#34892;&#20854;&#21629;&#20196;&#12290;</data>
      <data key=d5>05be39f8e8482a26c285826d9cbad1e6</data>
    </edge>
    <edge source=&quot;&#26329;&#26143;&quot; target=&quot;&#21776;&#26397;&#20711;&#20154;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#21776;&#26397;&#20711;&#20154;&#22312;&#36884;&#20013;&#36973;&#36935;&#26329;&#26143;&#65292;&#34920;&#29616;&#20986;&#24656;&#24807;&#21644;&#26080;&#21147;&#65292;&#26329;&#26143;&#35797;&#22270;&#23041;&#24913;&#24182;&#25511;&#21046;&#21776;&#26397;&#20711;&#20154;&#12290;</data>
      <data key=d5>05be39f8e8482a26c285826d9cbad1e6</data>
    </edge>
    <edge source=&quot;&#21776;&#26397;&#20711;&#20154;&quot; target=&quot;&#22823;&#21776;&#30343;&#24093;&quot;>
      <data key=d3>2.0</data>
      <data key=d4>The monk known as &#21776;&#26397;&#20711;&#20154; (Tang Dynasty Monk) is commanded by the emperor of the Tang Dynasty, referred to as &#22823;&#21776;&#30343;&#24093; (Emperor of the Great Tang), to undertake the journey to the West. This mission is to retrieve scriptures from the Western regions, demonstrating the emperor's emphasis on religion and culture.</data>
      <data key=d5>05be39f8e8482a26c285826d9cbad1e6,4ec3abc2e5066422b36973c8bb0d0222</data>
    </edge>
    <edge source=&quot;&#21776;&#26397;&#20711;&#20154;&quot; target=&quot;&#27714;&#21462;&#32463;&#25991;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#21776;&#26397;&#20711;&#20154;&#30340;&#20027;&#35201;&#20219;&#21153;&#26159;&#27714;&#21462;&#32463;&#25991;&#65292;&#36825;&#20195;&#34920;&#20102;&#20182;&#23545;&#30693;&#35782;&#21644;&#23447;&#25945;&#30340;&#36861;&#27714;&#12290;</data>
      <data key=d5>05be39f8e8482a26c285826d9cbad1e6</data>
    </edge>
    <edge source=&quot;&#23567;&#22934;&quot; target=&quot;&#20821;&#22823;&#29579;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20821;&#22823;&#29579;&#26159;&#22934;&#39764;&#30340;&#39318;&#39046;&#65292;&#25351;&#25381;&#23567;&#22934;&#25191;&#34892;&#20219;&#21153;&#21644;&#20934;&#22791;&#25112;&#26007;&#12290;</data>
      <data key=d5>0e3215f426b5adfba87815613d59486e</data>
    </edge>
    <edge source=&quot;&#23567;&#22934;&quot; target=&quot;&#39764;&#22836;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#23567;&#22934;&#20256;&#36798;&#39764;&#22836;&#30340;&#25351;&#31034;&#65292;&#26174;&#31034;&#20986;&#39764;&#22836;&#23545;&#23385;&#34892;&#32773;&#30340;&#20102;&#35299;&#21644;&#35686;&#24789;&#12290;</data>
      <data key=d5>e843d1895702c175e9cefd07e4e9702d</data>
    </edge>
    <edge source=&quot;&#23567;&#22934;&quot; target=&quot;&#32769;&#39764;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#32769;&#39764;&#25351;&#25381;&#23567;&#22934;&#25191;&#34892;&#20219;&#21153;&#65292;&#22914;&#20934;&#22791;&#30416;&#30333;&#27748;&#65292;&#20004;&#32773;&#20043;&#38388;&#23384;&#22312;&#25351;&#25381;&#19982;&#25191;&#34892;&#30340;&#20851;&#31995;&#12290;</data>
      <data key=d5>cbaa6298312333b3a944a36ba481f066</data>
    </edge>
    <edge source=&quot;&#23567;&#22934;&quot; target=&quot;&#29422;&#39548;&#23725;&#29422;&#39548;&#27934;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#23567;&#22934;&#26366;&#32463;&#22312;&#29422;&#39548;&#23725;&#29422;&#39548;&#27934;&#23621;&#20303;&#65292;&#20102;&#35299;&#23385;&#34892;&#32773;&#30340;&#24378;&#22823;&#33021;&#21147;&#12290;</data>
      <data key=d5>ed1796b28429ce5481c60b4c03069ec7</data>
    </edge>
    <edge source=&quot;&#23567;&#22934;&quot; target=&quot;&#20998;&#29923;&#26757;&#33457;&#35745;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#23567;&#22934;&#25552;&#20986;&#20102;&#20998;&#29923;&#26757;&#33457;&#35745;&#30340;&#31574;&#30053;&#65292;&#24182;&#30452;&#25509;&#21442;&#19982;&#20102;&#35745;&#21010;&#30340;&#25191;&#34892;&#12290;</data>
      <data key=d5>309dd8939a72bfe7e62d1aa5d1d1cc03</data>
    </edge>
    <edge source=&quot;&#30871;&#23376;&#23665;&#27874;&#26376;&#27934;&quot; target=&quot;&#22269;&#29579;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#23547;&#27714;&#24110;&#21161;&#20197;&#25937;&#22238;&#34987;&#22234;&#31105;&#22312;&#30871;&#23376;&#23665;&#27874;&#26376;&#27934;&#30340;&#22899;&#20799;&#30334;&#33457;&#32670;&#12290;</data>
      <data key=d5>e058e0b41f1197db5a2cdf4b567a5f4a</data>
    </edge>
    <edge source=&quot;&#30334;&#33457;&#32670;&quot; target=&quot;&#23453;&#35937;&#22269;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#30334;&#33457;&#32670;&#26159;&#23453;&#35937;&#22269;&#30340;&#20844;&#20027;&#65292;&#24605;&#24565;&#22905;&#30340;&#29238;&#27597;&#24182;&#24076;&#26395;&#19982;&#20182;&#20204;&#32852;&#31995;&#12290;</data>
      <data key=d5>0712bed322ab8b2c0bff984ca278e456</data>
    </edge>
    <edge source=&quot;&#30334;&#33457;&#32670;&quot; target=&quot;&#37329;&#30555;&#34013;&#38754;&#38738;&#21457;&#39764;&#29579;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#30334;&#33457;&#32670;&#34987;&#37329;&#30555;&#34013;&#38754;&#38738;&#21457;&#39764;&#29579;&#25523;&#36208;&#24182;&#34987;&#36843;&#25104;&#20026;&#20182;&#30340;&#22971;&#23376;&#12290;</data>
      <data key=d5>e058e0b41f1197db5a2cdf4b567a5f4a</data>
    </edge>
    <edge source=&quot;&#30334;&#33457;&#32670;&quot; target=&quot;&#21776;&#26397;&#22307;&#20711;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#30334;&#33457;&#32670;&#20844;&#20027;&#24110;&#21161;&#21776;&#26397;&#22307;&#20711;&#36867;&#33073;&#65292;&#24182;&#25176;&#20182;&#24102;&#20449;&#32473;&#22905;&#30340;&#29238;&#20146;&#12290;</data>
      <data key=d5>e058e0b41f1197db5a2cdf4b567a5f4a</data>
    </edge>
    <edge source=&quot;&#30334;&#33457;&#32670;&quot; target=&quot;&#22269;&#29579;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#26159;&#30334;&#33457;&#32670;&#30340;&#29238;&#20146;&#65292;&#20182;&#38750;&#24120;&#20851;&#24515;&#22899;&#20799;&#30340;&#23433;&#21361;&#24182;&#23547;&#27714;&#26041;&#27861;&#25937;&#22905;&#12290;</data>
      <data key=d5>e058e0b41f1197db5a2cdf4b567a5f4a</data>
    </edge>
    <edge source=&quot;&#23453;&#35937;&#22269;&quot; target=&quot;&#31070;&#37117;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#31070;&#37117;&#19982;&#23453;&#35937;&#22269;&#22312;&#25925;&#20107;&#20013;&#26159;&#30456;&#20851;&#32852;&#30340;&#22320;&#29702;&#20301;&#32622;&#65292;&#21776;&#20711;&#22312;&#27492;&#21463;&#21040;&#20445;&#25252;&#12290;</data>
      <data key=d5>3e2f46dd552fe0b51980958f2d0129d4</data>
    </edge>
    <edge source=&quot;&#23453;&#35937;&#22269;&quot; target=&quot;&#20844;&#20027;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20844;&#20027;&#26159;&#23453;&#35937;&#22269;&#30340;&#25104;&#21592;&#65292;&#23545;&#32769;&#22934;&#30340;&#21464;&#21270;&#32473;&#20104;&#35780;&#20215;&#21644;&#24314;&#35758;&#12290;</data>
      <data key=d5>99ebac4698c34e1b847e9ccdc43421cd</data>
    </edge>
    <edge source=&quot;&#23453;&#35937;&#22269;&quot; target=&quot;&#23453;&#35937;&#22269;&#20844;&#20027;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#23453;&#35937;&#22269;&#20844;&#20027;&#19979;&#30028;&#21518;&#25176;&#29983;&#20110;&#23453;&#35937;&#22269;&#30343;&#23467;&#20869;&#38498;&#12290;</data>
      <data key=d5>f011ed7b1584d3cda9192987e300e730</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#40644;&#34957;&#37070;&quot;>
      <data key=d3>2.0</data>
      <data key=d4>&#20844;&#20027;&#24352;&#19982;&#40644;&#33993;&#20799;&#26159;&#19968;&#23545;&#22827;&#22971;&#65292;&#20294;&#20844;&#20027;&#24352;&#23545;&#22905;&#24863;&#21040;&#26080;&#22856;&#21644;&#19981;&#28385;&#24847;&#12290;&#20844;&#20027;&#24352;&#26159;&#40644;&#33993;&#20799;&#30340;&#22971;&#23376;&#65292;&#22905;&#35831;&#27714;&#40644;&#33993;&#20799;&#25918;&#36807;&#21776;&#20711;&#12290;</data>
      <data key=d5>e65da5314689425ed2101f69988521fd,e7b026c9ab4962581b76bc0f557fb309</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#37329;&#30002;&#31070;&#20154;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20844;&#20027;&#22312;&#26790;&#20013;&#35265;&#21040;&#37329;&#30002;&#31070;&#20154;&#65292;&#19982;&#22905;&#30340;&#24515;&#24895;&#21644;&#35475;&#24895;&#26377;&#20851;&#12290;</data>
      <data key=d5>e65da5314689425ed2101f69988521fd</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#22269;&#29579;&quot;>
      <data key=d3>5.0</data>
      <data key=d4>&#20844;&#20027;&#26159;&#22269;&#29579;&#30340;&#22899;&#20799;&#65292;&#36890;&#36807;&#25243;&#32483;&#29699;&#30340;&#26041;&#24335;&#36873;&#25321;&#37197;&#20598;&#65292;&#22269;&#29579;&#23562;&#37325;&#20844;&#20027;&#30340;&#36873;&#25321;&#12290;&#22269;&#29579;&#26159;&#20844;&#20027;&#30340;&#29238;&#20146;&#65292;&#20851;&#24515;&#22905;&#30340;&#23130;&#23035;&#21644;&#24184;&#31119;&#12290;&#22269;&#29579;&#20915;&#23450;&#23558;&#22905;&#23233;&#32473;&#19977;&#34255;&#65292;&#20004;&#20154;&#20043;&#38388;&#23384;&#22312;&#29238;&#22899;&#20851;&#31995;&#21644;&#25919;&#27835;&#32771;&#37327;&#12290;&#22269;&#29579;&#36890;&#36807;&#30011;&#20687;&#23547;&#25214;&#20844;&#20027;&#65292;&#34920;&#29616;&#20986;&#23545;&#20844;&#20027;&#30340;&#20851;&#24515;&#21644;&#23547;&#25214;&#12290;&#22269;&#29579;&#23547;&#27714;&#24110;&#21161;&#20197;&#25937;&#22238;&#34987;&#22934;&#24618;&#25668;&#36208;&#30340;&#22899;&#20799;&#12290;</data>
      <data key=d5>19da3c6e02bf057f163cd067e6e5e300,7e9a08bb9fb8d7a38f2b10bb9210767b,8269fa256d971ca19d752262f6dd0381,b33c52a94eadfc1ef8dca1ffb2f23724,f97844622c9ba4a220732cc7f69738b6</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#39544;&#39532;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#39544;&#39532;&#25937;&#20102;&#20844;&#20027;&#24182;&#19982;&#20043;&#32467;&#23130;&#65292;&#20294;&#21518;&#26469;&#25581;&#38706;&#20854;&#30495;&#23454;&#36523;&#20221;&#20026;&#22934;&#31934;&#12290;</data>
      <data key=d5>c86ddfe46ab616422ad21d27baa16f0a</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#40644;&#34957;&#22934;&#31934;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20844;&#20027;&#19982;&#40644;&#34957;&#22934;&#31934;&#26159;&#34987;&#25511;&#21046;&#19982;&#25511;&#21046;&#30340;&#20851;&#31995;&#65292;&#20844;&#20027;&#34987;&#40644;&#34957;&#22934;&#31934;&#25668;&#39575;&#24182;&#25511;&#21046;&#12290;</data>
      <data key=d5>6c2987e7535342b778df25f6e6d79cf2</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#23385;&#38271;&#32769;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#23385;&#38271;&#32769;&#25937;&#22238;&#20102;&#34987;&#40644;&#34957;&#24618;&#21163;&#25345;&#30340;&#20844;&#20027;&#12290;</data>
      <data key=d5>8b13cecfdd90e56976dabf675cc07af6</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#21512;&#21370;&#20043;&#23476;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20844;&#20027;&#21442;&#19982;&#24182;&#26159;&#21512;&#21370;&#20043;&#23476;&#30340;&#20027;&#35282;&#12290;</data>
      <data key=d5>19da3c6e02bf057f163cd067e6e5e300</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#24481;&#33457;&#22253;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20844;&#20027;&#22240;&#23475;&#24597;&#21776;&#20711;&#30340;&#24466;&#24351;&#32780;&#35831;&#27714;&#22269;&#29579;&#23558;&#20182;&#20204;&#20174;&#24481;&#33457;&#22253;&#36865;&#20986;&#22478;&#12290;</data>
      <data key=d5>19da3c6e02bf057f163cd067e6e5e300</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#21518;&#23467;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20844;&#20027;&#22312;&#21518;&#23467;&#20013;&#25198;&#28436;&#20551;&#20844;&#20027;&#30340;&#35282;&#33394;&#65292;&#35797;&#22270;&#27450;&#39575;&#21776;&#20711;&#12290;</data>
      <data key=d5>a61c1aae8a5eb52bc03c432a88412318</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#22934;&#37034;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22934;&#37034;&#25668;&#36208;&#20102;&#20844;&#20027;&#65292;&#24182;&#20266;&#35013;&#25104;&#22905;&#30340;&#27169;&#26679;&#12290;</data>
      <data key=d5>8269fa256d971ca19d752262f6dd0381</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#22825;&#31482;&#22269;&#22269;&#29579;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22825;&#31482;&#22269;&#22269;&#29579;&#20851;&#24515;&#24182;&#23547;&#27714;&#24110;&#21161;&#20197;&#23547;&#25214;&#21644;&#25327;&#25937;&#20182;&#30340;&#20844;&#20027;&#22899;&#20799;&#12290;</data>
      <data key=d5>419b8f0889743037b021c7e756f7350d</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#24067;&#37329;&#23546;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20844;&#20027;&#34987;&#38145;&#22312;&#24067;&#37329;&#23546;&#20013;&#65292;&#35823;&#35748;&#20026;&#22934;&#31934;&#12290;</data>
      <data key=d5>419b8f0889743037b021c7e756f7350d</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#29577;&#20820;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#29577;&#20820;&#20551;&#25198;&#25104;&#20844;&#20027;&#65292;&#28151;&#28102;&#20102;&#30495;&#23454;&#36523;&#20221;&#12290;</data>
      <data key=d5>419b8f0889743037b021c7e756f7350d</data>
    </edge>
    <edge source=&quot;&#20844;&#20027;&quot; target=&quot;&#25937;&#20844;&#20027;&#20107;&#20214;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#20844;&#20027;&#26159;&#25937;&#20844;&#20027;&#20107;&#20214;&#30340;&#20013;&#24515;&#20154;&#29289;&#65292;&#34987;&#25104;&#21151;&#25937;&#20986;&#24182;&#36820;&#22238;&#23467;&#20013;&#12290;</data>
      <data key=d5>68989a803763fea0007ae5f291c009b3</data>
    </edge>
    <edge source=&quot;&#27874;&#26376;&#27934;&quot; target=&quot;&#24618;&#29289;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#24618;&#29289;&#34255;&#36523;&#20110;&#27874;&#26376;&#27934;&#65292;&#19982;&#27874;&#26376;&#27934;&#26377;&#23621;&#20303;&#20851;&#31995;&#12290;</data>
      <data key=d5>af42035ef8605445f99f04807b5d53d0</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#30334;&#33457;&#32670;&#20844;&#20027;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#22240;&#22833;&#21435;&#30334;&#33457;&#32670;&#20844;&#20027;&#32780;&#24754;&#20260;&#65292;&#29572;&#22872;&#24102;&#26469;&#20851;&#20110;&#22905;&#30340;&#28040;&#24687;&#12290;</data>
      <data key=d5>722e4b4ff03030abf457816a03efe2da</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#29482;&#24735;&#33021;&#20843;&#25106;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#29482;&#24735;&#33021;&#20843;&#25106;&#30340;&#22806;&#35980;&#35753;&#22269;&#29579;&#24863;&#21040;&#24778;&#24656;&#65292;&#20294;&#26368;&#32456;&#22269;&#29579;&#25509;&#21463;&#20102;&#20182;&#30340;&#23384;&#22312;&#12290;</data>
      <data key=d5>bdea26c60e0226300367fab5d5f901e4</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#27801;&#24735;&#20928;&#21644;&#23578;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#27801;&#24735;&#20928;&#21644;&#23578;&#30340;&#22806;&#35980;&#20063;&#35753;&#22269;&#29579;&#24863;&#21040;&#24778;&#24656;&#65292;&#20294;&#22269;&#29579;&#26368;&#32456;&#25509;&#21463;&#20102;&#20182;&#30340;&#23384;&#22312;&#12290;</data>
      <data key=d5>bdea26c60e0226300367fab5d5f901e4</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#23467;&#24311;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#22312;&#23467;&#24311;&#20013;&#19982;&#25991;&#27494;&#30334;&#23448;&#19968;&#36215;&#20851;&#27880;&#20843;&#25106;&#30340;&#21464;&#21270;&#21644;&#25112;&#26007;&#12290;</data>
      <data key=d5>82557013741418501c0a334ea09ce436</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#39544;&#39532;&quot;>
      <data key=d3>2.0</data>
      <data key=d4>The entity known as &#22269;&#29579; (King) was initially deceived by &#39569;&#22763; (Knight), but later, with the assistance of the Knight, he revealed the true identity of the impostor. In gratitude for saving him from the false prophet, the King ordered a feast to express his thanks to the Knight.</data>
      <data key=d5>64b444ebd8c5a6f31c61026b1672eb64,c86ddfe46ab616422ad21d27baa16f0a</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#23385;&#38271;&#32769;&quot;>
      <data key=d3>1.0</data>
      <data key=d4>&#22269;&#29579;&#24863;&#35874;&#23385;&#38271;&#32769;&#25937;&#22238;&#20844;&#20027;&#12290;</data>
      <data key=d5>8b13cecfdd90e56976dabf675cc07af6</data>
    </edge>
    <edge source=&quot;&#22269;&#29579;&quot; target=&quot;&#20840;&#30495;&quot;>
      <data key=d3>1.0</data>
